CustomerID,Recency,MonetaryValue,Frequency,Variety,Total_Score,Cluster
12664.0,8,3037.7400000000002,37,10,11,1
12665.0,325,53.5,3,3,4,4
12667.0,58,512.85,33,33,8,0
12668.0,12,3428.4,161,115,16,3
12669.0,151,1535.94,101,98,13,1
12670.0,10,2787.0299999999997,92,58,14,3
12672.0,330,225.89999999999998,10,10,4,4
12673.0,5,597.82,42,42,12,1
12674.0,39,1762.8600000000001,83,52,13,1
12676.0,25,1127.39,45,33,11,1
12678.0,42,7467.08,165,105,15,3
12679.0,59,907.34,48,43,11,1
12680.0,1,826.6899999999999,52,33,12,1
12681.0,15,12637.54,638,267,16,3
12682.0,4,10666.12,524,209,16,3
12683.0,4,7488.07,344,177,16,3
12684.0,8,2039.6299999999999,105,61,15,3
12685.0,28,2713.11,157,117,15,3
12686.0,372,79.64,7,7,4,4
12688.0,114,4221.32,171,171,14,3
12689.0,26,1173.21,72,57,12,1
12690.0,206,341.61,16,16,5,2
12691.0,28,879.8,32,21,10,5
12693.0,127,771.21,39,35,9,5
12694.0,70,763.8,37,32,9,5
12695.0,7,588.7,27,23,10,5
12697.0,29,787.13,41,37,11,1
12700.0,8,4641.5199999999995,268,193,16,3
12701.0,80,765.49,53,50,11,1
12702.0,20,209.5,12,12,6,2
12703.0,71,274.05,21,21,8,0
12704.0,7,1702.02,88,64,14,3
12705.0,15,6567.26,334,228,16,3
12707.0,292,569.42,33,33,7,0
12708.0,30,2490.96,157,86,15,3
12709.0,15,8890.19,207,93,16,3
12710.0,97,1092.32,77,75,11,1
12712.0,29,4090.53,133,58,14,3
12713.0,1,799.35,38,38,12,1
12714.0,9,4443.55,259,216,16,3
12715.0,106,283.48,20,20,8,0
12716.0,4,1019.65,69,60,13,1
12717.0,151,839.05,55,49,10,5
12718.0,71,222.95,19,19,7,0
12719.0,5,592.0500000000001,39,34,10,5
12720.0,3,5385.19,354,211,16,3
12721.0,32,2472.25,161,133,15,3
12722.0,85,947.8199999999999,53,50,11,1
12723.0,4,673.0,69,53,13,1
12724.0,5,974.41,53,47,13,1
12725.0,371,388.8,24,24,7,0
12726.0,28,2268.92,124,57,14,3
12727.0,11,3648.7200000000003,139,109,16,3
12728.0,71,745.03,46,38,11,1
12729.0,114,428.21000000000004,26,26,8,0
12731.0,24,13874.89,274,109,15,3
12732.0,180,226.76000000000002,12,12,4,4
12733.0,234,358.45,22,22,7,0
12734.0,353,110.39999999999999,4,4,4,4
12735.0,315,691.59,43,38,10,5
12736.0,333,151.22,4,4,4,4
12738.0,372,144.4,11,11,4,4
12739.0,78,822.7,38,38,10,5
12740.0,64,424.2,27,27,8,0
12743.0,134,528.48,131,114,12,1
12744.0,52,7900.83,222,178,14,3
12747.0,2,4115.8099999999995,103,42,15,3
12748.0,1,28183.9,4412,1768,16,3
12749.0,4,3811.62,199,160,16,3
12750.0,129,268.98,15,15,5,2
12752.0,81,3245.42,53,53,12,1
12753.0,23,14300.37,197,132,15,3
12754.0,236,422.11,63,49,9,5
12755.0,281,107.89999999999999,4,4,4,4
12756.0,87,81.47999999999999,4,4,5,2
12757.0,16,4103.69,364,237,16,3
12758.0,117,2708.55,97,84,13,1
12759.0,52,1437.39,95,81,12,1
12762.0,8,1528.5,69,62,14,3
12763.0,138,424.47999999999996,18,16,7,0
12764.0,317,1494.68,45,45,11,1
12766.0,4,6563.360000000001,310,205,16,3
12769.0,239,1104.4,32,32,8,0
12770.0,211,973.3,12,12,6,2
12772.0,60,773.0,55,55,11,1
12775.0,17,1325.56,66,47,13,1
12778.0,20,732.77,50,40,12,1
12779.0,38,3822.61,149,88,15,3
12781.0,64,765.96,25,25,9,5
12782.0,5,2038.43,103,81,16,3
12783.0,2,1402.52,84,76,13,1
12784.0,9,489.46999999999997,57,54,12,1
12785.0,364,264.5,14,14,4,4
12787.0,10,444.16,20,17,10,5
12789.0,65,34.0,4,4,5,2
12790.0,192,300.32,21,21,7,0
12791.0,374,75.10000000000001,2,2,4,4
12792.0,257,355.09,25,25,7,0
12793.0,335,480.38,24,21,7,0
12794.0,53,867.83,45,43,11,1
12795.0,19,319.83,14,14,7,0
12797.0,366,231.63,13,13,4,4
12798.0,10,306.0,8,6,8,0
12802.0,187,414.58,25,25,7,0
12808.0,37,462.7,28,27,9,5
12809.0,178,420.13,25,25,7,0
12811.0,261,473.95,31,27,7,0
12812.0,45,229.64000000000001,15,15,6,2
12814.0,102,72.94,2,2,5,2
12815.0,148,871.96,47,38,10,5
12816.0,96,437.8,29,27,8,0
12817.0,281,134.54,4,4,4,4
12818.0,262,593.54,14,14,5,2
12820.0,3,943.3,59,55,13,1
12821.0,214,92.72,6,6,4,4
12822.0,71,919.4200000000001,46,41,11,1
12823.0,75,1285.2,5,1,7,0
12824.0,60,397.12,25,25,8,0
12826.0,3,1486.96,91,58,14,3
12827.0,6,430.15000000000003,25,19,10,5
12828.0,3,1005.1800000000001,56,46,13,1
12829.0,337,171.78,11,9,4,4
12830.0,38,1572.48,38,13,10,5
12831.0,262,206.55,9,9,4,4
12832.0,32,383.03,27,27,9,5
12833.0,145,399.43,24,24,7,0
12834.0,283,312.38,18,18,7,0
12836.0,59,2410.84,174,148,14,3
12837.0,173,117.15,12,12,4,4
12838.0,34,662.8000000000001,120,115,14,3
12839.0,3,5547.42,314,95,16,3
12840.0,144,2726.77,113,67,12,1
12841.0,5,3870.01,414,229,16,3
12842.0,70,978.8100000000001,34,34,9,5
12843.0,66,1663.32,103,69,13,1
12844.0,29,326.2,52,47,11,1
12845.0,267,197.49,27,26,6,2
12847.0,22,841.77,84,72,12,1
12849.0,31,967.4399999999999,48,47,12,1
12851.0,97,128.42,47,43,9,5
12852.0,295,298.15000000000003,17,17,6,2
12853.0,135,1796.2,78,66,12,1
12854.0,79,1226.24,109,95,13,1
12855.0,373,38.1,3,3,4,4
12856.0,8,2133.83,311,155,16,3
12857.0,211,1077.65,46,37,10,5
12863.0,52,441.12,5,5,6,2
12864.0,138,55.199999999999996,3,3,5,2
12865.0,26,1514.86,95,86,14,3
12866.0,283,512.72,26,26,7,0
12867.0,26,3967.66,534,240,15,3
12868.0,186,1600.69,107,72,12,1
12871.0,84,309.24,11,8,6,2
12872.0,327,587.12,66,58,9,5
12873.0,282,343.4,4,4,5,2
12875.0,143,30.24,2,1,4,4
12876.0,58,1814.52,85,67,12,1
12877.0,4,1555.96,154,100,16,3
12878.0,236,854.99,47,38,10,5
12879.0,45,434.5,10,7,7,0
12881.0,276,111.5,7,7,4,4
12882.0,9,1434.72,13,12,9,5
12883.0,25,670.37,42,39,12,1
12884.0,88,156.05,7,7,5,2
12885.0,63,1129.12,71,66,11,1
12886.0,68,1356.42,82,75,11,1
12888.0,214,323.92,5,4,5,2
12890.0,24,385.03,79,78,12,1
12891.0,186,45.36,3,2,4,4
12893.0,31,176.55,31,27,8,0
12895.0,42,360.55,22,22,9,5
12897.0,205,204.9,4,3,4,4
12901.0,9,3647.1,116,30,14,3
12902.0,265,121.78,10,10,4,4
12904.0,18,460.76,71,59,12,1
12906.0,12,2224.5,63,55,14,3
12908.0,176,45.0,2,1,4,4
12909.0,40,1618.29,91,78,14,3
12910.0,23,2974.7200000000003,75,48,13,1
12912.0,3,1516.5,24,17,12,1
12913.0,5,1994.59,50,37,14,3
12915.0,149,335.95,22,19,7,0
12916.0,139,2690.64,103,53,13,1
12917.0,128,356.40000000000003,2,2,6,2
12919.0,8,1278.65,50,34,12,1
12920.0,17,146.96,27,27,9,5
12921.0,9,16326.37,720,233,16,3
12922.0,161,407.54,28,28,7,0
12923.0,64,171.6,28,28,7,0
12924.0,88,766.85,30,22,9,5
12925.0,5,686.1899999999999,45,42,13,1
12928.0,35,1957.46,84,59,13,1
12929.0,312,104.95,8,8,4,4
12930.0,78,411.55,25,20,8,0
12931.0,22,4954.24,82,28,12,1
12933.0,24,597.99,106,102,13,1
12935.0,2,2129.65,129,80,16,3
12936.0,17,1048.73,62,56,13,1
12937.0,15,1486.34,120,81,16,3
12938.0,26,118.46000000000001,9,9,6,2
12939.0,64,4025.88,47,21,11,1
12940.0,55,839.87,96,87,12,1
12942.0,131,631.66,70,68,11,1
12944.0,36,587.81,30,29,9,5
12945.0,288,434.35,23,23,7,0
12947.0,144,1475.31,97,83,12,1
12948.0,16,2049.92,116,82,16,3
12949.0,31,4130.56,215,166,15,3
12950.0,2,899.3199999999999,23,13,10,5
12951.0,9,1055.6200000000001,63,53,13,1
12952.0,6,1329.54,79,64,13,1
12953.0,10,300.45,17,17,9,5
12955.0,1,4494.84,180,81,16,3
12956.0,306,99.62,19,19,6,2
12957.0,10,3976.1,238,208,16,3
12962.0,7,257.89,16,15,7,0
12963.0,8,1829.94,95,75,14,3
12965.0,89,754.46,108,108,13,1
12966.0,10,156.18,10,10,7,0
12967.0,358,1280.8,19,19,8,0
12968.0,112,134.5,5,5,5,2
12970.0,7,392.34,129,116,14,3
12971.0,4,9298.95,305,94,16,3
12974.0,198,133.35000000000002,8,8,4,4
12976.0,212,460.2,22,22,7,0
12977.0,156,27.92,9,9,4,4
12980.0,158,2592.6400000000003,20,6,8,0
12981.0,30,372.21999999999997,20,12,8,0
12982.0,243,392.65999999999997,28,28,7,0
12984.0,19,97.5,4,4,6,2
12985.0,1,1215.14,76,73,13,1
12987.0,74,493.35,28,27,8,0
12988.0,292,479.67,83,75,9,5
12989.0,3,4131.2,64,41,14,3
12990.0,31,409.5,13,8,7,0
12991.0,23,491.86,31,31,9,5
12993.0,23,417.88,27,26,9,5
12994.0,4,951.84,61,52,13,1
12995.0,85,211.32,3,3,5,2
12997.0,22,1168.47,59,45,12,1
12999.0,196,405.58,28,25,7,0
13000.0,107,506.04,31,30,8,0
13001.0,4,7656.11,337,166,16,3
13002.0,318,119.49999999999999,7,7,4,4
13003.0,106,134.05,6,4,5,2
13004.0,12,5684.23,404,277,16,3
13005.0,174,475.2,26,21,7,0
13006.0,56,77.46000000000001,4,4,5,2
13008.0,323,235.70999999999998,14,14,4,4
13011.0,372,50.550000000000004,3,3,4,4
13012.0,9,1621.13,88,67,14,3
13013.0,1,4714.12,219,155,16,3
13014.0,11,3046.43,109,67,15,3
13015.0,53,3003.21,175,156,14,3
13016.0,73,751.84,47,39,11,1
13017.0,7,153.0,1,1,7,0
13018.0,16,7177.38,458,313,16,3
13021.0,4,2524.46,131,101,16,3
13023.0,64,651.98,40,36,10,5
13026.0,1,753.0,40,32,11,1
13027.0,114,393.12,26,6,7,0
13028.0,23,648.72,45,40,12,1
13029.0,31,626.5,10,8,8,0
13030.0,11,691.3,92,76,13,1
13032.0,52,977.18,71,55,11,1
13033.0,357,190.55,11,11,4,4
13034.0,55,636.32,37,37,10,5
13035.0,74,852.12,27,23,9,5
13037.0,138,871.57,48,44,11,1
13038.0,80,908.46,28,24,9,5
13040.0,9,677.71,43,38,13,1
13043.0,273,372.53999999999996,13,13,5,2
13044.0,291,519.22,33,33,7,0
13045.0,99,305.28000000000003,18,18,8,0
13046.0,31,544.53,35,33,9,5
13047.0,32,3181.34,172,106,15,3
13048.0,14,1824.33,135,77,15,3
13049.0,64,534.28,14,14,6,2
13050.0,15,5643.36,403,246,16,3
13052.0,212,346.7,18,18,7,0
13055.0,78,1201.12,76,74,11,1
13058.0,25,269.95000000000005,8,5,6,2
13059.0,250,153.65,8,8,4,4
13060.0,254,307.53,15,15,5,2
13061.0,72,248.61,10,10,5,2
13062.0,191,275.22,11,11,5,2
13064.0,13,1071.54,68,51,13,1
13065.0,373,196.81,14,14,4,4
13066.0,24,442.97,48,48,11,1
13067.0,82,115.46000000000001,15,14,5,2
13068.0,10,123.84,2,1,7,0
13069.0,1,4114.41,424,281,16,3
13070.0,192,228.8,9,9,4,4
13072.0,267,177.15,7,7,4,4
13075.0,130,892.77,22,22,9,5
13077.0,1,763.07,111,99,15,3
13078.0,3,10682.47,358,95,16,3
13079.0,4,220.10000000000002,6,2,7,0
13080.0,179,68.64,6,6,4,4
13081.0,12,25693.13,1024,503,16,3
13082.0,126,1842.72,73,63,12,1
13083.0,4,296.74,18,15,9,5
13085.0,158,390.88,22,17,7,0
13089.0,3,51307.64,1814,636,16,3
13090.0,9,7406.25,155,98,16,3
13091.0,28,363.28,21,21,9,5
13092.0,71,484.57,25,19,8,0
13093.0,276,6319.79,159,97,13,1
13094.0,21,975.96,24,4,9,5
13095.0,71,77.75999999999999,6,6,5,2
13097.0,33,5725.360000000001,421,214,15,3
13098.0,1,21577.14,572,156,16,3
13099.0,99,25.919999999999998,1,1,5,2
13101.0,234,89.12,8,8,4,4
13102.0,1,6200.51,304,140,16,3
13103.0,40,243.94,8,8,6,2
13104.0,3,928.32,20,14,10,5
13106.0,133,76.5,1,1,5,2
13107.0,44,1393.38,58,54,12,1
13108.0,373,311.42,10,10,5,2
13109.0,60,795.54,47,41,11,1
13110.0,31,1431.0800000000002,145,109,14,3
13113.0,1,9730.63,200,95,16,3
13115.0,12,2238.96,120,88,16,3
13116.0,138,464.89,30,30,8,0
13117.0,22,992.8199999999999,76,66,12,1
13118.0,20,1176.96,79,68,12,1
13120.0,239,30.599999999999998,1,1,4,4
13121.0,269,285.28999999999996,50,50,9,5
13122.0,94,910.84,55,54,11,1
13124.0,90,3560.75,222,185,14,3
13126.0,5,2132.77,140,124,16,3
13127.0,78,259.17,15,15,5,2
13130.0,94,64.0,2,2,5,2
13131.0,23,1035.6,44,30,11,1
13132.0,262,77.3,3,3,4,4
13133.0,274,105.45,7,7,4,4
13134.0,86,1772.04,98,94,13,1
13135.0,197,25.919999999999998,1,1,4,4
13136.0,56,2561.13,127,94,14,3
13137.0,11,3612.37,687,345,16,3
13138.0,22,962.39,63,31,11,1
13139.0,16,4870.44,170,132,16,3
13140.0,108,414.72,45,40,10,5
13141.0,85,2368.21,135,113,14,3
13142.0,19,286.78,23,23,9,5
13144.0,333,89.7,3,3,4,4
13145.0,40,321.22,6,5,7,0
13146.0,26,229.63,17,16,6,2
13147.0,10,594.0,4,1,8,0
13148.0,29,3534.79,312,231,15,3
13149.0,14,1636.28,86,76,14,3
13151.0,296,1122.47,74,73,10,5
13153.0,6,402.42,15,15,8,0
13155.0,33,950.26,85,67,12,1
13157.0,49,1701.38,87,69,13,1
13158.0,95,1216.06,79,59,11,1
13159.0,9,1421.93,120,114,15,3
13160.0,22,91.8,4,4,6,2
13161.0,313,112.75,8,8,4,4
13162.0,122,1667.03,79,74,12,1
13165.0,46,883.76,42,40,12,1
13166.0,283,414.3,41,39,8,0
13167.0,19,717.22,65,51,12,1
13168.0,36,1279.34,126,102,14,3
13169.0,64,597.92,13,11,6,2
13170.0,27,118.32,30,29,8,0
13171.0,22,389.13,46,37,11,1
13173.0,4,360.7,43,41,12,1
13174.0,16,2585.34,293,228,16,3
13176.0,46,446.87,67,66,11,1
13177.0,65,282.45,17,17,7,0
13178.0,26,5671.71,265,95,15,3
13182.0,45,121.18,11,11,6,2
13183.0,8,3072.3,94,51,14,3
13184.0,15,1688.35,179,138,16,3
13185.0,268,71.4,1,1,4,4
13186.0,40,1599.5600000000002,79,69,13,1
13187.0,337,228.87,37,37,7,0
13188.0,11,108.10000000000001,2,2,7,0
13189.0,19,329.64,29,29,9,5
13192.0,95,909.0400000000001,63,57,11,1
13193.0,61,103.63,25,22,7,0
13194.0,136,60.7,3,3,5,2
13196.0,11,1746.53,110,97,16,3
13198.0,10,3369.79,226,199,16,3
13199.0,4,6751.18,119,48,15,3
13200.0,19,820.83,46,42,12,1
13203.0,10,849.52,57,56,13,1
13207.0,15,250.26000000000002,8,7,7,0
13208.0,59,1216.03,148,124,13,1
13209.0,30,5754.2,321,255,15,3
13210.0,94,338.36,22,22,8,0
13211.0,10,850.62,55,45,13,1
13212.0,20,735.55,141,128,14,3
13213.0,57,1487.38,90,82,13,1
13216.0,268,195.54000000000002,5,5,4,4
13217.0,122,290.7,4,3,6,2
13218.0,127,71.64,5,5,5,2
13220.0,78,752.5400000000001,21,18,9,5
13221.0,240,800.2,66,62,10,5
13223.0,200,138.0,5,5,4,4
13224.0,60,2057.04,108,101,14,3
13225.0,3,2640.2400000000002,32,23,12,1
13226.0,273,105.63,16,16,4,4
13227.0,202,257.7,9,9,4,4
13228.0,81,128.88,2,2,5,2
13229.0,226,156.05,10,10,4,4
13230.0,4,2594.19,587,393,16,3
13232.0,13,1251.6200000000001,202,147,15,3
13233.0,74,636.1999999999999,43,43,11,1
13235.0,212,1014.1700000000001,58,53,10,5
13236.0,25,713.45,36,34,10,5
13238.0,17,636.56,31,20,11,1
13239.0,262,336.94,21,21,7,0
13240.0,96,657.12,67,59,11,1
13242.0,112,270.40000000000003,13,12,5,2
13243.0,203,565.02,57,56,9,5
13244.0,93,120.29,27,27,7,0
13245.0,51,378.85,16,16,7,0
13246.0,18,1407.8,136,110,15,3
13247.0,18,494.52000000000004,25,18,10,5
13248.0,125,457.83,26,25,8,0
13249.0,92,305.23,23,21,8,0
13253.0,157,727.12,36,35,8,0
13255.0,9,336.46000000000004,13,13,8,0
13258.0,12,668.59,36,28,11,1
13259.0,62,274.98,81,77,10,5
13260.0,61,464.32,8,8,6,2
13261.0,269,916.5,9,8,6,2
13262.0,263,206.53,11,11,4,4
13263.0,1,7399.45,1667,450,16,3
13265.0,53,1714.9,90,66,12,1
13266.0,11,3222.24,187,82,16,3
13267.0,3,4438.6900000000005,211,88,16,3
13268.0,18,3166.8,433,257,16,3
13269.0,1,5111.89,315,177,16,3
13270.0,366,106.2,1,1,4,4
